"Target","Side","Case","Cells","Values","Weights","Topology","Compatibility","Trace","Repeat","ElapsedMs","MinimumMs","MaximumMs","Decisions","Propagations","Backtracks","Contradictions","TraceEvents","RngDraws","AssignmentChecksum"
"current64","baseline","tiny-8-skewed-t0","8","4","skewed","independent","dense","0","1000","16","0","16","8","0","0","0","0","8","21E08CBA"
"current64","candidate","tiny-8-skewed-t0","8","4","skewed","independent","dense","0","1000","16","0","16","8","0","0","0","0","8","21E08CBA"
"current64","candidate","tiny-8-skewed-t1","8","4","skewed","independent","dense","1","1000","15","0","15","8","0","0","0","33","8","21E08CBA"
"current64","baseline","tiny-8-skewed-t1","8","4","skewed","independent","dense","1","1000","15","0","15","8","0","0","0","33","8","21E08CBA"
"current64","baseline","tiny-32-unit-t0","32","4","unit","independent","dense","0","1000","47","0","16","32","0","0","0","0","32","549E8343"
"current64","candidate","tiny-32-unit-t0","32","4","unit","independent","dense","0","1000","46","0","16","32","0","0","0","0","32","549E8343"
"current64","candidate","tiny-32-unit-t1","32","4","unit","independent","dense","1","1000","63","0","16","32","0","0","0","129","32","549E8343"
"current64","baseline","tiny-32-unit-t1","32","4","unit","independent","dense","1","1000","47","0","16","32","0","0","0","129","32","549E8343"
"current64","baseline","tiny-32-skewed-t0","32","4","skewed","independent","dense","0","1000","125","0","16","32","0","0","0","0","32","494C78DA"
"current64","candidate","tiny-32-skewed-t0","32","4","skewed","independent","dense","0","1000","47","0","16","32","0","0","0","0","32","494C78DA"
"current64","candidate","tiny-32-skewed-t1","32","4","skewed","independent","dense","1","1000","62","0","16","32","0","0","0","129","32","494C78DA"
"current64","baseline","tiny-32-skewed-t1","32","4","skewed","independent","dense","1","1000","125","0","16","32","0","0","0","129","32","494C78DA"
"current64","baseline","line-256-v64-unit-dense","256","64","unit","line","dense","0","1","0","0","0","256","0","0","0","0","256","1315BA0A"
"current64","candidate","line-256-v64-unit-dense","256","64","unit","line","dense","0","1","16","16","16","256","0","0","0","0","256","1315BA0A"
"current64","candidate","line-256-v64-unit-equal","256","64","unit","line","equal","0","1","16","16","16","1","16065","0","0","0","1","0B7FDD71"
"current64","baseline","line-256-v64-unit-equal","256","64","unit","line","equal","0","1","31","31","31","1","16065","0","0","0","1","0B7FDD71"
"current64","baseline","line-256-v64-skewed-dense","256","64","skewed","line","dense","0","1","15","15","15","256","0","0","0","0","256","0D426824"
"current64","candidate","line-256-v64-skewed-dense","256","64","skewed","line","dense","0","1","0","0","0","256","0","0","0","0","256","0D426824"
"current64","candidate","line-256-v64-skewed-equal","256","64","skewed","line","equal","0","1","32","32","32","1","16065","0","0","0","1","4FAFC258"
"current64","baseline","line-256-v64-skewed-equal","256","64","skewed","line","equal","0","1","16","16","16","1","16065","0","0","0","1","4FAFC258"
"current64","baseline","line-128-v128-unit-dense","128","128","unit","line","dense","0","1","15","15","15","128","0","0","0","0","128","77963F66"
"current64","candidate","line-128-v128-unit-dense","128","128","unit","line","dense","0","1","15","15","15","128","0","0","0","0","128","77963F66"
"current64","candidate","line-128-v128-unit-equal","128","128","unit","line","equal","0","1","31","31","31","1","16129","0","0","0","1","23A9CCB7"
"current64","baseline","line-128-v128-unit-equal","128","128","unit","line","equal","0","1","47","47","47","1","16129","0","0","0","1","23A9CCB7"
"current64","baseline","line-128-v128-skewed-dense","128","128","skewed","line","dense","0","1","16","16","16","128","0","0","0","0","128","7A73D3E1"
"current64","candidate","line-128-v128-skewed-dense","128","128","skewed","line","dense","0","1","15","15","15","128","0","0","0","0","128","7A73D3E1"
"current64","candidate","line-128-v128-skewed-equal","128","128","skewed","line","equal","0","1","31","31","31","1","16129","0","0","0","1","15CD29A3"
"current64","baseline","line-128-v128-skewed-equal","128","128","skewed","line","equal","0","1","47","47","47","1","16129","0","0","0","1","15CD29A3"
"current64","baseline","line-64-v512-unit-dense","64","512","unit","line","dense","0","1","63","63","63","64","0","0","0","0","64","2AF2A909"
"current64","candidate","line-64-v512-unit-dense","64","512","unit","line","dense","0","1","47","47","47","64","0","0","0","0","64","2AF2A909"
"current64","candidate","line-64-v512-unit-equal","64","512","unit","line","equal","0","1","265","265","265","1","32193","0","0","0","1","4370B196"
"current64","baseline","line-64-v512-unit-equal","64","512","unit","line","equal","0","1","282","282","282","1","32193","0","0","0","1","4370B196"
"current64","baseline","line-64-v512-skewed-dense","64","512","skewed","line","dense","0","1","62","62","62","64","0","0","0","0","64","73E2E55A"
"current64","candidate","line-64-v512-skewed-dense","64","512","skewed","line","dense","0","1","78","78","78","64","0","0","0","0","64","73E2E55A"
"current64","candidate","line-64-v512-skewed-equal","64","512","skewed","line","equal","0","1","282","282","282","1","32193","0","0","0","1","72916B27"
"current64","baseline","line-64-v512-skewed-equal","64","512","skewed","line","equal","0","1","282","282","282","1","32193","0","0","0","1","72916B27"
"current64","baseline","line-16-v1024-unit-dense","16","1024","unit","line","dense","0","1","31","31","31","16","0","0","0","0","16","3B3E68EA"
"current64","candidate","line-16-v1024-unit-dense","16","1024","unit","line","dense","0","1","47","47","47","16","0","0","0","0","16","3B3E68EA"
"current64","candidate","line-16-v1024-unit-equal","16","1024","unit","line","equal","0","1","250","250","250","1","15345","0","0","0","1","761EB18A"
"current64","baseline","line-16-v1024-unit-equal","16","1024","unit","line","equal","0","1","266","266","266","1","15345","0","0","0","1","761EB18A"
"current64","baseline","line-16-v1024-skewed-dense","16","1024","skewed","line","dense","0","1","46","46","46","16","0","0","0","0","16","57086246"
"current64","candidate","line-16-v1024-skewed-dense","16","1024","skewed","line","dense","0","1","62","62","62","16","0","0","0","0","16","57086246"
"current64","candidate","line-16-v1024-skewed-equal","16","1024","skewed","line","equal","0","1","250","250","250","1","15345","0","0","0","1","58D6A1F6"
"current64","baseline","line-16-v1024-skewed-equal","16","1024","skewed","line","equal","0","1","266","266","266","1","15345","0","0","0","1","58D6A1F6"
